iter	Passed	Remaining
1665	97068	19460
1666	97130	19402
1667	97185	19343
1668	97245	19285
1669	97297	19226
1670	97353	19167
1671	97412	19109
1672	97473	19051
1673	97535	18994
1674	97595	18936
1675	97658	18879
1676	97712	18820
1677	97744	18756
1678	97805	18698
1679	97858	18639
1680	97912	18580
1681	97965	18521
1682	98019	18462
1683	98074	18403
1684	98133	18345
1685	98187	18286
1686	98241	18227
1687	98295	18168
1688	98355	18110
1689	98412	18051
1690	98472	17994
1691	98528	17935
1692	98593	17878
1693	98655	17820
1694	98713	17762
1695	98769	17703
1696	98826	17645
1697	98881	17586
1698	98934	17527
1699	98989	17468
1700	99042	17409
1701	99095	17350
1702	99159	17293
1703	99218	17235
1704	99269	17175
1705	99322	17116
1706	99376	17057
1707	99429	16998
1708	99483	16939
1709	99535	16880
1710	99592	16821
1711	99650	16763
1712	99707	16705
1713	99762	16646
1714	99817	16587
1715	99872	16529
1716	99926	16470
1717	99979	16411
1718	100039	16353
1719	100091	16294
1720	100146	16235
1721	100206	16177
1722	100263	16118
1723	100317	16060
1724	100373	16001
1725	100434	15943
1726	100490	15885
1727	100545	15826
1728	100602	15768
1729	100656	15709
1730	100715	15651
1731	100769	15592
1732	100822	15533
1733	100880	15475
1734	100910	15412
1735	100963	15353
1736	101015	15294
1737	101075	15236
1738	101136	15179
1739	101205	15122
1740	101264	15064
1741	101333	15008
1742	101397	14950
1743	101456	14892
1744	101515	14834
1745	101570	14775
1746	101630	14718
1747	101690	14660
1748	101744	14601
1749	101797	14542
1750	101849	14483
1751	101902	14424
1752	101957	14365
1753	102013	14307
1754	102068	14248
1755	102120	14189
1756	102172	14130
1757	102230	14072
1758	102287	14014
1759	102339	13955
1760	102392	13896
1761	102447	13837
1762	102502	13779
1763	102561	13721
1764	102619	13663
1765	102677	13605
1766	102730	13546
1767	102787	13488
1768	102841	13429
1769	102896	13370
1770	102950	13311
1771	103004	13253
1772	103059	13194
1773	103115	13136
1774	103169	13077
1775	103232	13020
1776	103286	12961
1777	103338	12902
1778	103392	12844
1779	103447	12785
1780	103500	12726
1781	103555	12668
1782	103611	12610
1783	103662	12551
1784	103722	12493
1785	103781	12435
1786	103837	12376
1787	103891	12318
1788	103945	12259
1789	103999	12201
1790	104052	12142
1791	104105	12083
1792	104166	12025
1793	104222	11967
1794	104279	11909
1795	104331	11850
1796	104384	11791
1797	104436	11733
1798	104494	11675
1799	104548	11616
1800	104613	11559
1801	104666	11500
1802	104725	11442
1803	104780	11384
1804	104832	11325
1805	104887	11266
1806	104940	11208
1807	104995	11150
1808	105052	11091
1809	105106	11033
1810	105165	10975
1811	105222	10917
1812	105276	10858
1813	105329	10800
1814	105384	10741
1815	105440	10683
1816	105497	10625
1817	105551	10566
1818	105609	10508
1819	105667	10450
1820	105722	10392
1821	105780	10334
1822	105836	10275
1823	105888	10217
1824	105942	10158
1825	105998	10100
1826	106058	10042
1827	106113	9984
1828	106167	9926
1829	106222	9867
1830	106280	9809
1831	106333	9751
1832	106384	9692
1833	106439	9634
1834	106497	9576
1835	106551	9517
1836	106605	9459
1837	106668	9401
1838	106721	9343
1839	106782	9285
1840	106838	9227
1841	106892	9168
1842	106948	9110
1843	107003	9052
1844	107059	8994
1845	107113	8935
1846	107167	8877
1847	107221	8819
1848	107281	8761
1849	107336	8702
1850	107391	8644
1851	107450	8586
1852	107504	8528
1853	107557	8470
1854	107613	8411
1855	107667	8353
1856	107721	8295
1857	107778	8237
1858	107832	8178
1859	107883	8120
1860	107939	8062
1861	107993	8003
1862	108049	7945
1863	108102	7887
1864	108156	7829
1865	108210	7770
1866	108269	7712
1867	108324	7654
1868	108376	7596
1869	108429	7537
1870	108484	7479
1871	108534	7421
1872	108587	7362
1873	108640	7304
1874	108695	7246
1875	108755	7188
1876	108811	7130
1877	108865	7072
1878	108925	7014
1879	108983	6956
1880	109034	6898
1881	109087	6839
1882	109141	6781
1883	109194	6723
1884	109246	6664
1885	109306	6607
1886	109360	6548
1887	109413	6490
1888	109472	6432
1889	109524	6374
1890	109578	6316
1891	109637	6258
1892	109690	6200
1893	109744	6141
1894	109803	6084
1895	109856	6025
1896	109915	5968
1897	109968	5909
1898	110019	5851
1899	110072	5793
1900	110126	5735
1901	110178	5676
1902	110236	5618
1903	110296	5561
1904	110349	5502
1905	110401	5444
1906	110453	5386
1907	110505	5328
1908	110558	5270
1909	110612	5212
1910	110667	5154
1911	110719	5095
1912	110779	5038
1913	110842	4980
1914	110894	4922
1915	110950	4864
1916	111008	4806
1917	111063	4748
1918	111115	4690
1919	111168	4632
1920	111224	4574
1921	111283	4516
1922	111336	4458
1923	111390	4400
1924	111445	4342
1925	111498	4283
1926	111552	4225
1927	111604	4167
1928	111660	4109
1929	111714	4051
1930	111769	3993
1931	111826	3935
1932	111881	3877
1933	111935	3819
1934	111988	3761
1935	112042	3703
1936	112099	3645
1937	112152	3587
1938	112204	3529
1939	112259	3471
1940	112317	3414
1941	112371	3356
1942	112425	3298
1943	112478	3240
1944	112532	3182
1945	112587	3124
1946	112640	3066
1947	112699	3008
1948	112750	2950
1949	112808	2892
1950	112865	2834
1951	112920	2776
1952	112976	2718
1953	113029	2660
1954	113085	2603
1955	113140	2545
1956	113200	2487
1957	113253	2429
1958	113310	2371
1959	113364	2313
1960	113419	2255
1961	113476	2197
1962	113528	2139
1963	113579	2081
1964	113635	2024
1965	113692	1966
1966	113746	1908
1967	113807	1850
1968	113859	1792
1969	113913	1734
1970	113966	1676
1971	114019	1618
1972	114074	1561
1973	114128	1503
1974	114181	1445
1975	114237	1387
1976	114297	1329
1977	114353	1271
1978	114407	1214
1979	114463	1156
1980	114515	1098
1981	114572	1040
1982	114625	982
1983	114679	924
1984	114736	867
1985	114794	809
1986	114847	751
1987	114899	693
1988	114955	635
1989	115012	577
1990	115067	520
1991	115120	462
1992	115174	404
1993	115226	346
1994	115287	288
1995	115343	231
1996	115394	173
1997	115450	115
1998	115502	57
1999	115557	0
